country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"From what is now an estate property, once known as the Nugent Vineyard, Winside is brawny and brooding in wild strawberry compote, dark plum, blackberry and an inviting lushness. High-toned acidity keeps it from becoming overly dense on the palate. Strong tannin on the finish reflects a high-tannin vintage overall.",Winside Vineyard,90,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Stemmler
Argentina,"Horsey plum and pie cherry aromas include a whiff of latex gloves and Band-Aid. This feels rather raw and acidic, with bite. Salty sharp red-fruit flavors finish herbal, with tartaric shear.",[+],84,11.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia
US,This light-bodied wine from a cool vintage wine shows jammy raspberry with hints of leather on the nose. It may have already peaked.,,84,45.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Ehret
US,The volatiles are quite amped on this wine. It makes it a struggle to get at the tart black cherry flavors.,,84,34.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Martinez & Martinez
France,"A light, almost thin wine, this hints at green fruit, white stone fruits and mineral texture. Drink now for its fruitiness and crisp aftertaste.",,84,19.0,Burgundy,Bourgogne,,Chardonnay,Pierre Gruber
France,"This light-colored wine is attractively perfumed but with a grassy edge that suggests the fruit was underripe. Built for the short term, it will be ready from late 2017.",,84,19.0,Burgundy,Bourgogne,,Pinot Noir,Pierre Gruber
US,"Cherry and cassis notes provide a touch of brighness on the nose and palate of this blend of 40% Cabernet Sauvignon, 28% Cabernet Franc, 26% Petit Verdot and 6% Malbec, but its plum-raisin backdrop and dullness on the finish suggest it might be going downhill.",The Classic Four,84,27.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Spann Vineyards
US,"Sour fruit, funky root beer, dried salami and asphalt aromas show on the nose of this rustic bottling. Dried fruit and espresso flavors mark the palate.",Kick Ass,83,25.0,California,Carmel Valley,Central Coast,Red Blend,Galante
US,"This is a thin, unfussy wine that imparts bell pepper and asparagus in a sea of green flavor.",,83,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,Jeff Gordon
US,"Sweet and fruity, this canned wine feels soft and syrupy, with sugary pear as the primary flavor on the palate. It's a basic white wine in a convenient package.",Unoaked,83,4.0,California,California,California Other,Chardonnay,Pam's Cuties
Argentina,"Raisiny aromas lack freshness and lift. Following that lead, this Cabernet feels stewy and heavy, with questionable balance. Herbal flavors of stewed plum and tomato finish chunky and choppy.",505,83,12.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Casarena
US,"From the winery's most pebbly five-acre section of vineyard atop Diamond Mountain, this is dark black-purple in color. The tannins are soft but powerful, eager to age through 2025–2027, while the fruit lies on the currant and plum side of things, with a bit of cedar lurking through.",Gravelly Meadow,91,200.0,California,Napa Valley,Napa,Cabernet Sauvignon,Diamond Creek
US,"A Cabernet-based blend, with Merlot, Malbec and Petit Verdot, this offers pleasing aromatic complexity, with notes of coffee, dark fruit and vanilla, accented by floral overtones. The palate is full bodied, with abundant coffee and cherry flavors backed by firm tannins. The fruit and oak seem to tussle a bit at present; try after 2017.",Sentinel Northridge Vineyard,91,55.0,Washington,Wahluke Slope,Columbia Valley,Red Blend,Milbrandt
US,"Rich and varietally expressive on the nose, this Cabernet Sauvignon is softened by the addition of 15% Merlot, the two combining in layers of ripe plum and tobacco. With mouthwatering acidity and firm tannins, it offers a complete package of enjoyable, approachable Cabernet.",Limited Release,91,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Black Stallion
US,"An evenly dispersed nose of sage bark, cherry compote and lightly toasted cedar introduces this bottling by Fred Brander, a Santa Ynez Valley winemaking pioneer now actively trying to create a new Los Olivos District appellation. The flavors are balanced between cherry fruit and oak, with smooth tannins throughout.",Reserve,91,50.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Brander
US,"Crafted from Wente clone grapes from Charles Ranch, this label is the passion project of longtime wine industry player Tony Lombardi, who manages the much larger Kosta Browne brand. Barrel-fermented in neutral oak this wine offers heady Tahitian vanilla and lemon curd around green apple skin and lemon. The palate is both creamy and crisp, the finish reasonably powerful.",,91,36.0,California,Sonoma Coast,Sonoma,Chardonnay,Lombardi
France,"This is an impressive, big and broad wine. It's full of dusty tannins and ripe, rich black fruits. Solid with spice from the wood aging, it is concentrated and holds fine aging potential. The Cabernet Sauvignon in the blend gives the firm structure that will allow it to develop well. Drink from 2017.",,91,19.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Pey de Pont
France,"A Castillon ridge mix of 95% Merlot and 5% Cabernet Franc, this perfumed wine has new wood and mint flavors that balance with the black fruits and tannins. It's ripe, with fresh acidity as well as structure. There's just 8,500 bottles from 7.5 acres. This will age well, so drink from 2017. Owner Nicolas Thienpont purchased the vineyard in 2011.",,91,,Bordeaux,Castillon Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Alcée
France,"Attractively perfumed, this Verdier family wine comes from Merlot/Cabernet Sauvignon vineyards in their first certified French organic vintage. The wine is a smooth and polished. New wood flavors show strongly, after 16 months in barrel, alongside the ripe tannins and black plum fruits. It has rich potential and a strong presence. Drink from 2017.",Cuvée Prestige,91,35.0,Bordeaux,Cadillac Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Brethous
France,"From 7.5 acres of Merlot and Cabernet Sauvignon, this is a rich wine, very perfumed and with layers of ripe fruit. It is lightly structured, full of red berries with a firm tannic character in the background. Under winemaker Olivier Dauga, the wine needs to age but has all the fruit potential there. Drink from 2018.",Orbite de Cantinot,91,50.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Cantinot
France,"This is fruity and juicy with good acidity and fresh berry fruits. The 90% Merlot and 10% Cabernet Sauvignon blend has the right amount of tannic character, showing structure that brings out ripe red fruits and indicates good potential. Drink from 2017.",Tradition,91,16.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Clairac
France,"The wine has serious tannins and firm fruit that give an austere character at this stage. But it will develop and round out into a rich wine with ripe black fruits, always with a solid tannic structure. Owner Juliette Bécot manages the technical side here with consultant Jean-Philippe Fort from the Michel Rolland lab, and manages marketing at classed-growth Château Beauséjour-Bécot in nearby Saint-Émilion.",,91,15.0,Bordeaux,Castillon Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Joanin Bécot
France,"Big and juicy, this is an attractive blend of 70% Merlot, 20% Cabernet Sauvignon and 10% Malbec with a promising future. It has ripe berry fruits, touches of spice and ginger. The tannins are firm, dusty and dry while allowing plenty of room for the fruit. It will develop well; drink from 2018.",Tradition,91,16.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château la Croix Saint-Pierre
US,"From 100% estate-grown Cabernet Sauvignon and Merlot grown in the heart of the Stags Leap District, this earthy red offers black tea and coffee aromas and flavors, suggestions of wild sage and black pepper enveloping the nose. Medium to full-bodied, elegant and well-composed, the tannins are soft and structured, the wine able to age, drinking well now through 2020.",,91,80.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Clos du Val
US,"A blend of 60% Syrah, 27% Merlot and a handful of other varieties added to the mix, this aromatically pops, with complex notes of plum, blueberry, smoke, chocolate and floral accents. It's silky smooth in feel, with abundant chocolaty flavors that help it go down far too easy.",H3 Les Chevaux,91,15.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Columbia Crest
Chile,"Herbal and earthy up front, this blend of Cabernet Sauvignon, Syrah, Carmenère and Malbec brings notes of green tobacco and black olive to the front along with toasty oak. The palate is tight and crisp, with choppy tannins. Flavors of toasty oak and berry fruit compote finish resiny, with juicy, zesty acidity. Drink through 2021.",Rivalta Limited Selection,91,85.0,Maipo Valley,,,Red Blend,Santa Ema
US,"Lemony-vanilla crème brûlée rises to the fore in this medium-bodied Chardonnay. Medium to high in acidity, it retains a crisp freshness throughout its layers of fruit, finishing clean.",,87,20.0,California,Sonoma Valley,Sonoma,Chardonnay,Wellington
US,"Exuberant, ripe fruit flavor energizes this medium-bodied yet smooth and fresh-textured wine. Shadings of spicy oak add complexity.  The freshness and fruit will make a great pairing with spiced meats.",,87,10.0,California,California,California Other,Cabernet Sauvignon,Leaping Horse
Argentina,"Raspberry and plum aromas are woody and narrow in scope. This Cabernet is medium in body but also a bit sticky and resiny. Candied blackberry and black cherry flavors are slightly medicinal, while the finish is oaky, with a lactic flavor and a touch of heat.",Reserva de Familia,87,20.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Los Haroldos
Argentina,"Herbal and foresty up front, this Bordeaux blend smells of fig, caramel and berry fruits. Big, tannic and chunky on the palate, this has toasty, chocolaty, burnt flavors and a blackened finish. This offers a lot of power and fruit but it's brusk.",Cavas de Crianza,87,19.0,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Clos de Chacras
US,"Blended from several stellar vineyard sites, including La Cruz and Devoto, this wine presents a brightness of acidity and crisp, red fruit. These are offset by a heartier uptake of oak and tannin that feels out of place compared to many of the producer's single-vineyard offerings. On the finish, expect tart cranberry and pomegranate to peak.",,87,32.0,California,Sonoma Coast,Sonoma,Pinot Noir,Zepaltas
US,"Equal parts Cabernet Sauvignon and Merlot finished off with 5% Cabernet Franc, this cool-vintage wine is light in color. Notes of plum and cranberries come with herb and floral accents. It's light and lively with elegant, pretty fruit flavors backed by mouthwatering acidity with a lingering finish.",Hunters Blend,87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Golden Ridge
US,"A very subtle aroma leads to a rich feel on the palate, where ripe plum and soft berry flavors emerge. This wine is totally smooth, warm and plush, full bodied but with soft tannins that make it easy to sip.",,87,54.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Fulcrum
US,"Damp earth and forest floor mark this wine, a blend of various clones, the majority of which are Pommard. Red raspberry and cherry compete for attention aromatically and in taste, followed by a spiciness of Christmas clove.",La Masía Don Miguel Vineyard,87,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Marimar Estate
